"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5"
"1543_626.311_5.183",0.20228,0.1958,0.19698,0.24245,0.24498
"1544_345.196_5.685",0.1313,0.13227,0.12657,0.13131,0.12713
"1545_831.434_6.99",0.13348,0.13513,0.1294,0.13506,0.13096
"1546_413.223_6.347",0.11962,0.12283,0.11628,0.1162,0.11129
"1547_459.23_5.632",0.11823,0.12048,0.11408,0.11364,0.10876
"1548_413.223_6.742",0.1352,0.13667,0.13103,0.13746,0.13348
"1549_421.216_3.697",0.11717,0.11964,0.11318,0.11238,0.10745
"1550_563.293_4.184",0.10963,0.1124,0.10577,0.10286,0.097817
"1551_459.23_4.865",0.1083,0.11271,0.10579,0.10245,0.097329
"1552_445.214_3.346",0.11048,0.11381,0.10708,0.1043,0.099224
"1553_831.434_6.742",0.11187,0.11513,0.10843,0.10602,0.10096
"1554_759.448_7.952",0.10874,0.11321,0.10628,0.10304,0.097911
"1555_789.422_6.546",0.1135,0.11684,0.11015,0.10816,0.10311
"1556_819.578_5.145",0.1077,0.11254,0.10555,0.10205,0.096909
"1557_1640.888_7.104",0.10998,0.11353,0.10676,0.10386,0.098774
"1558_443.199_3.697",0.11615,0.11903,0.11247,0.1113,0.10632
"1559_809.451_6.742",0.10563,0.10916,0.10237,0.098598,0.093561
"1560_377.224_5.685",0.10747,0.11101,0.10422,0.10077,0.095704
"1561_443.198_3.399",0.10121,0.10335,0.096779,0.09249,0.087662
"1562_399.207_5.448",0.10749,0.11137,0.10453,0.10107,0.095982
"1563_382.182_4.184",0.10543,0.10885,0.10208,0.098279,0.093252
"1564_687.462_6.483",0.10359,0.1041,0.097793,0.093904,0.089066
"1565_809.452_6.985",0.10178,0.10352,0.097013,0.092811,0.087977
"1567_301.204_6.647",0.14753,0.13891,0.13641,0.14998,0.14784
"1568_375.208_4.504",0.08995,0.095468,0.08927,0.085067,0.080619
"1569_645.534_12.197",0.03573,0.029578,0.07696,0.11944,0.1234
"1570_317.2_5.678",0.11919,0.12344,0.11553,0.10979,0.10772
"1571_512.332_6.101",0.16814,0.1975,0.18338,0.17503,0.16589
"1572_691.42_4.112",0.011631,0.065266,0.060724,0.05937,0.061139
"1573_415.239_6.19",0.075497,0.089289,0.082871,0.078892,0.076767
"1574_315.184_4.268",0.00815,0.054249,0.050745,0.048301,0.046542
"1575_371.175_4.092",0.035724,0.027028,0.03361,0.042328,0.040705
"1576_151.089_5.583",0.125,0.17062,0.16318,0.1606,0.15697
"1578_335.211_3.353",0.077738,0.088505,0.08272,0.079309,0.075592
"1579_339.184_5.042",0.061216,0.047966,0.046236,0.051223,0.049608
"1580_301.204_4.559",0.32603,0.47826,0.45167,0.44424,0.45407
"1581_303.219_5.087",0.11418,0.20008,0.18853,0.17997,0.17464
"1582_719.379_2.98",0.070418,0.085433,0.079648,0.076349,0.072359
"1583_573.39_9.707",0.090535,0.097001,0.090516,0.086121,0.081616
"1584_333.232_6.242",0.80523,0.57622,0.57499,0.56296,0.54965
"1585_369.195_4.936",0.055509,0.077473,0.07222,0.07017,0.066504
"1586_601.425_6.453",0.20143,0.14421,0.1452,0.15239,0.17623
"1587_374.261_0.52",0.085311,0.092738,0.086647,0.082615,0.078298
"1588_707.171_9.141",0.1058,0.10848,0.10227,0.097644,0.092834
"1589_339.183_5.634",0.094994,0.10001,0.093725,0.08905,0.084401
"1590_305.235_6.098",0.34097,0.30077,0.403,0.42263,0.43343
"1591_703.515_10.836",0.10556,0.1212,0.11263,0.10724,0.10162
"1592_341.199_4.572",0.51156,1.1388,1.1459,1.1788,1.2764
"1593_655.398_4.609",0.28466,0.4829,0.47124,0.48358,0.48173
"1594_723.411_3.724",0.069485,0.056954,0.073971,0.088044,0.085983
"1595_333.195_2.421",0.053273,0.038075,0.088835,0.12569,0.12472
"1596_392.235_2.412",0.056815,0.041094,0.08281,0.1122,0.11159
"1597_331.18_1.403",0.069097,0.056484,0.075453,0.093001,0.090609
"1598_521.299_3.153",0.08342,0.078539,0.079069,0.080395,0.076657
"1599_331.18_3.436",0.072414,0.061118,0.074768,0.087197,0.084982
"1600_177.07_3.839",0.077294,0.086369,0.08097,0.077596,0.073538
"1601_751.37_1.409",0.07422,0.063847,0.075022,0.085681,0.08322
"1602_351.206_2.427",0.082458,0.076501,0.079664,0.084852,0.081853
"1603_521.299_3.176",0.088248,0.086134,0.084068,0.083881,0.079981
"1604_349.191_2.694",0.084807,0.080452,0.080403,0.081388,0.078009
"1605_388.277_3.26",0.061008,0.06979,0.067894,0.069202,0.065878
"1607_771.412_4.271",0.061268,0.078615,0.073432,0.070322,0.066708
"1608_478.292_5.41",0.083637,0.090022,0.084217,0.080175,0.075996
"1609_333.197_1.797",0.082518,0.091238,0.085183,0.081073,0.076848
"1610_367.216_6.914",0.076763,0.091464,0.085168,0.081294,0.077057
"1611_374.261_6.265",0.086638,0.078242,0.073819,0.076641,0.074388
"1612_347.248_4.64",0.12589,0.1506,0.13978,0.13279,0.12604
"1613_269.212_5.298",0.12308,0.60789,0.59981,0.57189,0.58025
"1614_581.453_9.919",0.080007,0.091678,0.085349,0.08125,0.077588
"1616_661.466_10.223",0.082866,0.095427,0.089688,0.088092,0.083655
"1617_180.076_5.647",0.096784,0.1216,0.11286,0.10733,0.10217
"1618_387.207_4.607",0.054677,0.076139,0.07092,0.06813,0.064729
"1619_230.193_2.307",0.12548,0.14758,0.13706,0.13083,0.12498
"1620_317.2_3.189",0.51917,0.80343,0.7788,0.79381,0.79693
"1621_299.187_3.2",0.18748,0.24975,0.23524,0.23062,0.22576
"1622_228.189_0.999",0.12441,0.14581,0.1354,0.1292,0.12338
"1623_344.249_5.603",0.14393,0.17494,0.16263,0.15449,0.14685
"1624_357.195_3.067",0.10315,0.10231,0.095689,0.091921,0.087931
